Layer,ModU,ModV,ECOND_eTX,ECONT_eTX,HD_LD,ModType,Motherboard
1,2,0,5,8,HD,gI,0
1,2,1,3,6,HD,dI,3
1,3,0,4,6,HD,FI,0
1,3,1,5,7,HD,FI,2
1,3,2,5,7,HD,FI,3
1,4,0,3,5,HD,FI,0
1,4,1,3,5,HD,FI,1
1,4,2,3,5,HD,FI,2
1,4,3,3,5,HD,FI,3
1,5,0,2,3,LD,FM,0
1,5,1,2,4,HD,FI,1
1,5,2,2,4,HD,FI,1
1,5,3,2,4,HD,FI,2
1,5,4,2,4,LD,FM,7
1,6,0,1,3,LD,FM,0
1,6,1,1,3,LD,FM,1
1,6,2,1,3,LD,FM,2
1,6,3,1,3,LD,FM,5
1,6,4,1,3,LD,FM,6
1,6,5,1,3,LD,FM,7
1,7,0,1,2,LD,FM,0
1,7,1,1,2,LD,FM,1
1,7,2,1,3,LD,FM,2
1,7,3,1,3,LD,FM,3
1,7,4,1,3,LD,FM,5
1,7,5,1,3,LD,FM,6
1,7,6,1,2,LD,FM,7
1,8,0,1,2,LD,FO,0
1,8,1,1,2,LD,FO,1
1,8,2,1,2,LD,FM,2
1,8,3,1,2,LD,FM,3
1,8,4,1,2,LD,FM,4
1,8,5,1,2,LD,FM,5
1,8,6,1,2,LD,FM,6
1,8,7,1,2,LD,FO,7
1,9,0,0,0,LD,cO,0
1,9,1,1,2,LD,FO,1
1,9,2,1,2,LD,FO,2
1,9,3,1,2,LD,FO,3
1,9,4,1,2,LD,FO,4
1,9,5,1,2,LD,FO,4
1,9,6,1,2,LD,FO,5
1,9,7,1,2,LD,FO,6
1,9,8,1,2,LD,bO,7
1,10,2,0,0,LD,cO,2
1,10,3,1,2,LD,aO,3
1,10,4,1,2,LD,bO,4
1,10,5,1,2,LD,dO,4
1,10,6,1,2,LD,bO,4
1,10,7,1,2,LD,aO,5
1,10,8,0,0,LD,cO,6
2,2,0,5,0,HD,gI,0
2,2,1,3,0,HD,dI,3
2,3,0,4,0,HD,FI,0
2,3,1,5,0,HD,FI,1
2,3,2,5,0,HD,FI,3
2,4,0,3,0,HD,FI,0
2,4,1,3,0,HD,FI,1
2,4,2,3,0,HD,FI,2
2,4,3,3,0,HD,FI,3
2,5,0,2,0,LD,FM,0
2,5,1,2,0,HD,FI,1
2,5,2,2,0,HD,FI,2
2,5,3,2,0,HD,FI,2
2,5,4,2,0,LD,FM,7
2,6,0,1,0,LD,FM,0
2,6,1,1,0,LD,FM,1
2,6,2,1,0,LD,FM,2
2,6,3,1,0,LD,FM,5
2,6,4,1,0,LD,FM,6
2,6,5,1,0,LD,FM,7
2,7,0,1,0,LD,FM,0
2,7,1,1,0,LD,FM,1
2,7,2,1,0,LD,FM,2
2,7,3,1,0,LD,FM,4
2,7,4,1,0,LD,FM,5
2,7,5,1,0,LD,FM,6
2,7,6,1,0,LD,FM,7
2,8,0,1,0,LD,FO,0
2,8,1,1,0,LD,FO,1
2,8,2,1,0,LD,FM,2
2,8,3,1,0,LD,FM,3
2,8,4,1,0,LD,FM,4
2,8,5,1,0,LD,FM,5
2,8,6,1,0,LD,FM,6
2,8,7,1,0,LD,FO,7
2,9,1,1,0,LD,aO,1
2,9,2,1,0,LD,bO,2
2,9,3,1,0,LD,FO,3
2,9,4,1,0,LD,FO,3
2,9,5,1,0,LD,FO,4
2,9,6,1,0,LD,FO,5
2,9,7,1,0,LD,bO,6
2,9,8,1,0,LD,aO,7
2,10,4,0,0,LD,cO,3
2,10,5,0,0,LD,cO,4
2,10,6,0,0,LD,cO,5
3,2,0,5,10,HD,gI,0
3,2,1,3,7,HD,dI,3
3,3,0,5,9,HD,FI,0
3,3,1,5,10,HD,FI,1
3,3,2,6,10,HD,FI,3
3,4,0,3,6,HD,FI,0
3,4,1,4,7,HD,FI,1
3,4,2,4,8,HD,FI,2
3,4,3,4,7,HD,FI,3
3,5,0,2,5,LD,FM,0
3,5,1,2,5,HD,FI,1
3,5,2,3,6,HD,FI,2
3,5,3,3,6,HD,FI,2
3,5,4,2,5,LD,FM,7
3,6,0,1,4,LD,FM,0
3,6,1,1,4,LD,FM,1
3,6,2,2,5,LD,FM,2
3,6,3,2,5,LD,FM,5
3,6,4,2,5,LD,FM,6
3,6,5,1,4,LD,FM,7
3,7,0,1,3,LD,FM,0
3,7,1,1,3,LD,FM,1
3,7,2,1,4,LD,FM,2
3,7,3,1,4,LD,FM,4
3,7,4,1,4,LD,FM,5
3,7,5,1,4,LD,FM,6
3,7,6,1,3,LD,FM,7
3,8,0,1,2,LD,FO,0
3,8,1,1,3,LD,FO,1
3,8,2,1,3,LD,FM,2
3,8,3,1,3,LD,FM,3
3,8,4,1,3,LD,FM,4
3,8,5,1,3,LD,FM,5
3,8,6,1,3,LD,FM,6
3,8,7,1,3,LD,FO,7
3,9,0,0,0,LD,cO,0
3,9,1,1,2,LD,FO,1
3,9,2,1,2,LD,FO,2
3,9,3,1,3,LD,FO,3
3,9,4,1,3,LD,FO,3
3,9,5,1,3,LD,FO,4
3,9,6,1,3,LD,FO,5
3,9,7,1,2,LD,FO,6
3,9,8,1,2,LD,bO,7
3,10,2,0,0,LD,cO,2
3,10,3,1,2,LD,aO,3
3,10,4,1,2,LD,bO,3
3,10,5,1,2,LD,dO,3
3,10,6,1,2,LD,bO,4
3,10,7,1,2,LD,aO,5
3,10,8,0,0,LD,cO,6
4,2,0,5,0,HD,gI,0
4,2,1,3,0,HD,dI,3
4,3,0,5,0,HD,FI,0
4,3,1,5,0,HD,FI,1
4,3,2,5,0,HD,FI,3
4,4,0,3,0,HD,FI,0
4,4,1,3,0,HD,FI,1
4,4,2,4,0,HD,FI,2
4,4,3,4,0,HD,FI,3
4,5,0,2,0,LD,FM,0
4,5,1,2,0,HD,FI,1
4,5,2,3,0,HD,FI,2
4,5,3,3,0,HD,FI,2
4,5,4,2,0,LD,FM,7
4,6,0,1,0,LD,FM,0
4,6,1,1,0,LD,FM,1
4,6,2,1,0,LD,FM,2
4,6,3,2,0,LD,FM,5
4,6,4,1,0,LD,FM,6
4,6,5,1,0,LD,FM,7
4,7,0,1,0,LD,FM,0
4,7,1,1,0,LD,FM,1
4,7,2,1,0,LD,FM,2
4,7,3,1,0,LD,FM,3
4,7,4,1,0,LD,FM,5
4,7,5,1,0,LD,FM,6
4,7,6,1,0,LD,FM,7
4,8,0,1,0,LD,FO,0
4,8,1,1,0,LD,FO,1
4,8,2,1,0,LD,FM,2
4,8,3,1,0,LD,FM,3
4,8,4,1,0,LD,FM,4
4,8,5,1,0,LD,FM,5
4,8,6,1,0,LD,FM,6
4,8,7,1,0,LD,FO,7
4,9,1,1,0,LD,aO,1
4,9,2,1,0,LD,FO,2
4,9,3,1,0,LD,FO,3
4,9,4,1,0,LD,FO,4
4,9,5,1,0,LD,FO,4
4,9,6,1,0,LD,FO,5
4,9,7,1,0,LD,FO,6
4,9,8,1,0,LD,aO,7
4,10,3,0,0,LD,cO,3
4,10,4,1,0,LD,dO,4
4,10,5,1,0,LD,dO,4
4,10,6,1,0,LD,dO,4
4,10,7,0,0,LD,cO,6
5,2,0,5,10,HD,gI,0
5,2,1,3,7,HD,dI,3
5,3,0,5,9,HD,FI,0
5,3,1,6,11,HD,FI,1
5,3,2,6,11,HD,FI,3
5,4,0,3,6,HD,FI,0
5,4,1,4,7,HD,FI,1
5,4,2,4,8,HD,FI,2
5,4,3,4,7,HD,FI,3
5,5,0,2,5,LD,FM,0
5,5,1,2,5,HD,FI,1
5,5,2,3,6,HD,FI,2
5,5,3,3,6,HD,FI,2
5,5,4,2,5,LD,FM,7
5,6,0,1,4,LD,FM,0
5,6,1,1,4,LD,FM,1
5,6,2,2,5,LD,FM,2
5,6,3,2,5,LD,FM,5
5,6,4,2,5,LD,FM,6
5,6,5,1,4,LD,FM,7
5,7,0,1,3,LD,FM,0
5,7,1,1,3,LD,FM,1
5,7,2,1,3,LD,FM,2
5,7,3,1,4,LD,FM,3
5,7,4,1,4,LD,FM,5
5,7,5,1,3,LD,FM,6
5,7,6,1,3,LD,FM,7
5,8,0,1,2,LD,FO,0
5,8,1,1,3,LD,FO,1
5,8,2,1,3,LD,FM,2
5,8,3,1,3,LD,FM,3
5,8,4,1,3,LD,FM,4
5,8,5,1,3,LD,FM,5
5,8,6,1,3,LD,FM,6
5,8,7,1,3,LD,FO,7
5,9,0,0,0,LD,cO,0
5,9,1,1,2,LD,FO,1
5,9,2,1,2,LD,FO,2
5,9,3,1,2,LD,FO,3
5,9,4,1,2,LD,FO,4
5,9,5,1,2,LD,FO,4
5,9,6,1,2,LD,FO,5
5,9,7,1,2,LD,FO,6
5,9,8,1,2,LD,bO,7
5,10,2,0,0,LD,cO,2
5,10,3,1,2,LD,aO,3
5,10,4,1,2,LD,bO,4
5,10,5,1,2,LD,dO,4
5,10,6,1,2,LD,bO,4
5,10,7,1,2,LD,aO,5
5,10,8,0,0,LD,cO,6
6,2,0,5,0,HD,gI,0
6,2,1,3,0,HD,dI,3
6,3,0,5,0,HD,FI,0
6,3,1,5,0,HD,FI,1
6,3,2,5,0,HD,FI,3
6,4,0,3,0,HD,FI,0
6,4,1,3,0,HD,FI,1
6,4,2,4,0,HD,FI,2
6,4,3,4,0,HD,FI,3
6,5,0,2,0,LD,FM,0
6,5,1,2,0,HD,FI,1
6,5,2,3,0,HD,FI,2
6,5,3,2,0,HD,FI,2
6,5,4,2,0,LD,FM,7
6,6,0,1,0,LD,FM,0
6,6,1,1,0,LD,FM,1
6,6,2,1,0,LD,FM,2
6,6,3,2,0,LD,FM,4
6,6,4,1,0,LD,FM,6
6,6,5,1,0,LD,FM,7
6,7,0,1,0,LD,FM,0
6,7,1,1,0,LD,FM,1
6,7,2,1,0,LD,FM,2
6,7,3,1,0,LD,FM,4
6,7,4,1,0,LD,FM,5
6,7,5,1,0,LD,FM,6
6,7,6,1,0,LD,FM,7
6,8,0,1,0,LD,FO,0
6,8,1,1,0,LD,FO,1
6,8,2,1,0,LD,FM,2
6,8,3,1,0,LD,FM,4
6,8,4,1,0,LD,FM,3
6,8,5,1,0,LD,FM,5
6,8,6,1,0,LD,FM,6
6,8,7,1,0,LD,FO,7
6,9,1,1,0,LD,aO,1
6,9,2,1,0,LD,FO,2
6,9,3,1,0,LD,FO,4
6,9,4,1,0,LD,FO,3
6,9,5,1,0,LD,FO,3
6,9,6,1,0,LD,FO,5
6,9,7,1,0,LD,FO,6
6,9,8,1,0,LD,aO,7
6,10,3,0,0,LD,cO,4
6,10,4,1,0,LD,dO,3
6,10,5,1,0,LD,dO,3
6,10,6,1,0,LD,dO,3
6,10,7,0,0,LD,cO,5
7,2,0,5,10,HD,gI,0
7,2,1,3,7,HD,dI,3
7,3,0,5,8,HD,FI,0
7,3,1,6,10,HD,FI,1
7,3,2,6,10,HD,FI,3
7,4,0,3,6,HD,FI,0
7,4,1,4,6,HD,FI,1
7,4,2,4,7,HD,FI,2
7,4,3,4,6,HD,FI,3
7,5,0,2,4,LD,FM,0
7,5,1,2,5,HD,FI,1
7,5,2,3,5,HD,FI,2
7,5,3,3,5,HD,FI,2
7,5,4,2,5,LD,FM,7
7,6,0,1,3,LD,FM,0
7,6,1,1,4,LD,FM,1
7,6,2,2,4,LD,FM,2
7,6,3,2,4,LD,FM,5
7,6,4,2,4,LD,FM,6
7,6,5,1,4,LD,FM,7
7,7,0,1,2,LD,FM,0
7,7,1,1,3,LD,FM,1
7,7,2,1,3,LD,FM,2
7,7,3,1,3,LD,FM,3
7,7,4,1,3,LD,FM,5
7,7,5,1,3,LD,FM,6
7,7,6,1,3,LD,FM,7
7,8,0,1,2,LD,FO,0
7,8,1,1,2,LD,FO,1
7,8,2,1,2,LD,FM,2
7,8,3,1,2,LD,FM,3
7,8,4,1,3,LD,FM,4
7,8,5,1,2,LD,FM,5
7,8,6,1,2,LD,FM,6
7,8,7,1,2,LD,FO,7
7,9,0,0,0,LD,cO,0
7,9,1,1,2,LD,FO,1
7,9,2,1,2,LD,FO,2
7,9,3,1,2,LD,FO,3
7,9,4,1,2,LD,FO,4
7,9,5,1,2,LD,FO,4
7,9,6,1,2,LD,FO,5
7,9,7,1,2,LD,FO,6
7,9,8,1,2,LD,bO,7
7,10,2,0,0,LD,cO,2
7,10,3,1,1,LD,aO,3
7,10,4,1,2,LD,bO,4
7,10,5,1,2,LD,dO,4
7,10,6,1,2,LD,bO,4
7,10,7,1,1,LD,aO,5
7,10,8,0,0,LD,cO,6
8,2,0,5,0,HD,gI,0
8,2,1,3,0,HD,dI,3
8,3,0,4,0,HD,FI,0
8,3,1,5,0,HD,FI,1
8,3,2,5,0,HD,FI,3
8,4,0,3,0,HD,FI,0
8,4,1,3,0,HD,FI,1
8,4,2,4,0,HD,FI,2
8,4,3,3,0,HD,FI,3
8,5,0,2,0,LD,FM,0
8,5,1,2,0,HD,FI,1
8,5,2,2,0,HD,FI,2
8,5,3,2,0,HD,FI,2
8,5,4,2,0,LD,FM,7
8,6,0,1,0,LD,FM,0
8,6,1,1,0,LD,FM,1
8,6,2,1,0,LD,FM,2
8,6,3,2,0,LD,FM,5
8,6,4,1,0,LD,FM,6
8,6,5,1,0,LD,FM,7
8,7,0,1,0,LD,FM,0
8,7,1,1,0,LD,FM,1
8,7,2,1,0,LD,FM,2
8,7,3,1,0,LD,FM,3
8,7,4,1,0,LD,FM,5
8,7,5,1,0,LD,FM,6
8,7,6,1,0,LD,FM,7
8,8,0,1,0,LD,FO,0
8,8,1,1,0,LD,FO,1
8,8,2,1,0,LD,FM,2
8,8,3,1,0,LD,FM,3
8,8,4,1,0,LD,FM,4
8,8,5,1,0,LD,FM,5
8,8,6,1,0,LD,FM,6
8,8,7,1,0,LD,FO,7
8,9,1,1,0,LD,aO,1
8,9,2,1,0,LD,FO,2
8,9,3,1,0,LD,FO,3
8,9,4,1,0,LD,FO,4
8,9,5,1,0,LD,FO,4
8,9,6,1,0,LD,FO,5
8,9,7,1,0,LD,FO,6
8,9,8,1,0,LD,aO,7
8,10,3,1,0,LD,dO,3
8,10,4,1,0,LD,dO,4
8,10,5,1,0,LD,dO,4
8,10,6,1,0,LD,dO,4
8,10,7,1,0,LD,dO,5
9,2,0,5,10,HD,gI,0
9,2,1,3,7,HD,dI,3
9,3,0,4,7,HD,FI,0
9,3,1,5,9,HD,FI,1
9,3,2,5,9,HD,FI,3
9,4,0,3,5,HD,FI,0
9,4,1,3,6,HD,FI,1
9,4,2,4,6,HD,FI,2
9,4,3,3,6,HD,FI,3
9,5,0,2,3,LD,FM,0
9,5,1,2,4,HD,FI,1
9,5,2,2,4,HD,FI,2
9,5,3,2,4,HD,FI,2
9,5,4,2,4,LD,FM,7
9,6,0,1,3,LD,FM,0
9,6,1,1,3,LD,FM,1
9,6,2,1,3,LD,FM,2
9,6,3,2,3,LD,FM,5
9,6,4,1,3,LD,FM,6
9,6,5,1,3,LD,FM,7
9,7,0,1,2,LD,FM,0
9,7,1,1,2,LD,FM,1
9,7,2,1,2,LD,FM,2
9,7,3,1,3,LD,FM,3
9,7,4,1,3,LD,FM,5
9,7,5,1,2,LD,FM,6
9,7,6,1,2,LD,FM,7
9,8,0,1,2,LD,FO,0
9,8,1,1,2,LD,FO,1
9,8,2,1,2,LD,FM,2
9,8,3,1,2,LD,FM,3
9,8,4,1,2,LD,FM,4
9,8,5,1,2,LD,FM,5
9,8,6,1,2,LD,FM,6
9,8,7,1,2,LD,FO,7
9,9,0,1,1,LD,aO,0
9,9,1,1,2,LD,FO,1
9,9,2,1,2,LD,FO,2
9,9,3,1,2,LD,FO,3
9,9,4,1,2,LD,FO,4
9,9,5,1,2,LD,FO,4
9,9,6,1,2,LD,FO,5
9,9,7,1,2,LD,FO,6
9,9,8,1,2,LD,FO,7
9,10,2,1,1,LD,aO,2
9,10,3,1,2,LD,bO,3
9,10,4,1,2,LD,FO,4
9,10,5,1,1,LD,dO,4
9,10,6,1,2,LD,FO,4
9,10,7,1,2,LD,bO,5
9,10,8,1,1,LD,aO,6
10,2,0,5,0,HD,gI,0
10,2,1,3,0,HD,dI,3
10,3,0,4,0,HD,FI,0
10,3,1,5,0,HD,FI,1
10,3,2,5,0,HD,FI,3
10,4,0,3,0,HD,FI,0
10,4,1,3,0,HD,FI,1
10,4,2,3,0,HD,FI,2
10,4,3,3,0,HD,FI,3
10,5,0,2,0,LD,FM,0
10,5,1,2,0,HD,FI,1
10,5,2,2,0,HD,FI,2
10,5,3,2,0,HD,FI,2
10,6,0,1,0,LD,FM,0
10,6,1,1,0,LD,FM,1
10,6,2,1,0,LD,FM,2
10,6,3,1,0,LD,FM,5
10,6,4,1,0,LD,FM,6
10,6,5,1,0,LD,FM,7
10,7,0,1,0,LD,FM,0
10,7,1,1,0,LD,FM,1
10,7,2,1,0,LD,FM,2
10,7,3,1,0,LD,FM,4
10,7,4,1,0,LD,FM,5
10,7,5,1,0,LD,FM,6
10,7,6,1,0,LD,FM,7
10,8,0,1,0,LD,FO,0
10,8,1,1,0,LD,FO,1
10,8,2,1,0,LD,FM,2
10,8,3,1,0,LD,FM,3
10,8,4,1,0,LD,FM,4
10,8,5,1,0,LD,FM,5
10,8,6,1,0,LD,FM,6
10,8,7,1,0,LD,FO,7
10,9,0,1,0,LD,aO,0
10,9,1,1,0,LD,bO,1
10,9,2,1,0,LD,FO,2
10,9,3,1,0,LD,FO,3
10,9,4,1,0,LD,FO,3
10,9,5,1,0,LD,FO,4
10,9,6,1,0,LD,FO,5
10,9,7,1,0,LD,FO,6
10,9,8,1,0,LD,bO,7
10,10,3,1,0,LD,dO,3
10,10,4,1,0,LD,dO,3
10,10,5,1,0,LD,dO,3
10,10,6,1,0,LD,dO,4
10,10,7,1,0,LD,dO,5
11,2,0,5,8,HD,gI,0
11,2,1,3,6,HD,dI,3
11,3,0,4,6,HD,FI,0
11,3,1,5,7,HD,FI,1
11,3,2,5,7,HD,FI,3
11,4,0,3,4,HD,FI,0
11,4,1,3,5,HD,FI,1
11,4,2,3,5,HD,FI,2
11,4,3,3,5,HD,FI,3
11,5,0,2,3,LD,FM,0
11,5,1,3,3,HD,FI,1
11,5,2,2,3,HD,FI,2
11,5,3,2,3,HD,FI,2
11,5,4,3,3,HD,FI,3
11,6,0,1,2,LD,FM,0
11,6,1,1,2,LD,FM,1
11,6,2,1,3,LD,FM,2
11,6,3,1,3,LD,FM,5
11,6,4,1,3,LD,FM,6
11,6,5,1,2,LD,FM,7
11,7,0,1,2,LD,FM,0
11,7,1,1,2,LD,FM,1
11,7,2,1,2,LD,FM,2
11,7,3,1,2,LD,FM,3
11,7,4,1,2,LD,FM,5
11,7,5,1,2,LD,FM,6
11,7,6,1,2,LD,FM,7
11,8,0,1,2,LD,FO,0
11,8,1,1,2,LD,FO,1
11,8,2,1,2,LD,FM,2
11,8,3,1,2,LD,FM,3
11,8,4,1,2,LD,FM,4
11,8,5,1,2,LD,FM,5
11,8,6,1,2,LD,FM,6
11,8,7,1,2,LD,FO,7
11,9,0,1,1,LD,aO,0
11,9,1,1,2,LD,FO,1
11,9,2,1,2,LD,FO,2
11,9,3,1,2,LD,FO,3
11,9,4,1,2,LD,FO,4
11,9,5,1,2,LD,FO,4
11,9,6,1,2,LD,FO,5
11,9,7,1,2,LD,FO,6
11,9,8,1,2,LD,FO,7
11,10,2,1,1,LD,aO,2
11,10,3,1,2,LD,bO,3
11,10,4,1,2,LD,FO,4
11,10,5,1,1,LD,dO,4
11,10,6,1,2,LD,FO,4
11,10,7,1,2,LD,bO,5
11,10,8,1,1,LD,aO,6
12,2,0,4,0,HD,gI,0
12,2,1,3,0,HD,dI,3
12,3,0,4,0,HD,FI,0
12,3,1,5,0,HD,FI,1
12,3,2,5,0,HD,FI,3
12,4,0,3,0,HD,FI,0
12,4,1,3,0,HD,FI,1
12,4,2,3,0,HD,FI,2
12,4,3,3,0,HD,FI,3
12,5,0,1,0,LD,FM,0
12,5,1,3,0,HD,FI,1
12,5,2,2,0,HD,FI,2
12,5,3,2,0,HD,FI,2
12,5,4,3,0,HD,FI,3
12,6,0,1,0,LD,FM,0
12,6,1,1,0,LD,FM,1
12,6,2,1,0,LD,FM,2
12,6,3,1,0,LD,FM,5
12,6,4,1,0,LD,FM,6
12,6,5,1,0,LD,FM,7
12,7,0,1,0,LD,FM,0
12,7,1,1,0,LD,FM,1
12,7,2,1,0,LD,FM,2
12,7,3,1,0,LD,FM,3
12,7,4,1,0,LD,FM,5
12,7,5,1,0,LD,FM,6
12,7,6,1,0,LD,FM,7
12,8,0,1,0,LD,FO,0
12,8,1,1,0,LD,FO,1
12,8,2,1,0,LD,FM,2
12,8,3,1,0,LD,FM,3
12,8,4,1,0,LD,FM,4
12,8,5,1,0,LD,FM,5
12,8,6,1,0,LD,FM,6
12,8,7,1,0,LD,FO,7
12,9,0,1,0,LD,aO,0
12,9,1,1,0,LD,bO,1
12,9,2,1,0,LD,FO,2
12,9,3,1,0,LD,FO,3
12,9,4,1,0,LD,FO,4
12,9,5,1,0,LD,FO,4
12,9,6,1,0,LD,FO,5
12,9,7,1,0,LD,FO,6
12,9,8,1,0,LD,bO,7
12,10,3,1,0,LD,aO,3
12,10,4,1,0,LD,bO,4
12,10,5,1,0,LD,dO,4
12,10,6,1,0,LD,bO,4
12,10,7,1,0,LD,aO,5
13,2,0,5,7,HD,gI,0
13,2,1,3,5,HD,dI,3
13,3,0,4,5,HD,FI,0
13,3,1,5,6,HD,FI,1
13,3,2,5,6,HD,FI,3
13,4,0,3,3,HD,FI,0
13,4,1,3,4,HD,FI,1
13,4,2,3,4,HD,FI,2
13,4,3,3,4,HD,FI,3
13,5,0,1,2,LD,FM,0
13,5,1,3,3,HD,FI,1
13,5,2,2,3,HD,FI,2
13,5,3,2,3,HD,FI,2
13,5,4,3,3,HD,FI,3
13,6,0,1,2,LD,FM,0
13,6,1,1,2,LD,FM,1
13,6,2,1,2,LD,FM,2
13,6,3,1,2,LD,FM,5
13,6,4,1,2,LD,FM,6
13,6,5,1,2,LD,FM,7
13,7,0,1,2,LD,FM,0
13,7,1,1,2,LD,FM,1
13,7,2,1,2,LD,FM,2
13,7,3,1,2,LD,FM,3
13,7,4,1,2,LD,FM,5
13,7,5,1,2,LD,FM,6
13,7,6,1,2,LD,FM,7
13,8,0,1,2,LD,FO,0
13,8,1,1,2,LD,FO,1
13,8,2,1,2,LD,FM,2
13,8,3,1,2,LD,FM,3
13,8,4,1,2,LD,FM,4
13,8,5,1,2,LD,FM,5
13,8,6,1,2,LD,FM,6
13,8,7,1,2,LD,FO,7
13,9,0,1,1,LD,aO,0
13,9,1,1,2,LD,FO,1
13,9,2,1,2,LD,FO,2
13,9,3,1,2,LD,FO,3
13,9,4,1,2,LD,FO,4
13,9,5,1,2,LD,FO,4
13,9,6,1,2,LD,FO,5
13,9,7,1,2,LD,FO,6
13,9,8,1,2,LD,FO,7
13,10,2,1,1,LD,aO,2
13,10,3,1,2,LD,bO,3
13,10,4,1,2,LD,FO,4
13,10,5,1,2,LD,bO,4
13,10,6,1,2,LD,FO,4
13,10,7,1,2,LD,bO,5
13,10,8,1,1,LD,aO,6
14,2,0,4,0,HD,gI,0
14,2,1,3,0,HD,dI,3
14,3,0,4,0,HD,FI,0
14,3,1,4,0,HD,FI,1
14,3,2,4,0,HD,FI,3
14,4,0,2,0,HD,FI,0
14,4,1,3,0,HD,FI,1
14,4,2,3,0,HD,FI,2
14,4,3,3,0,HD,FI,3
14,5,0,1,0,LD,FM,0
14,5,1,3,0,HD,FI,1
14,5,2,2,0,HD,FI,2
14,5,3,2,0,HD,FI,2
14,5,4,3,0,HD,FI,3
14,6,0,1,0,LD,FM,0
14,6,1,1,0,LD,FM,1
14,6,2,1,0,LD,FM,2
14,6,3,1,0,LD,FM,5
14,6,4,1,0,LD,FM,6
14,6,5,1,0,LD,FM,7
14,7,0,1,0,LD,FM,0
14,7,1,1,0,LD,FM,1
14,7,2,1,0,LD,FM,2
14,7,3,1,0,LD,FM,4
14,7,4,1,0,LD,FM,5
14,7,5,1,0,LD,FM,6
14,7,6,1,0,LD,FM,7
14,8,0,1,0,LD,FO,0
14,8,1,1,0,LD,FO,1
14,8,2,1,0,LD,FM,2
14,8,3,1,0,LD,FM,3
14,8,4,1,0,LD,FM,4
14,8,5,1,0,LD,FM,5
14,8,6,1,0,LD,FM,6
14,8,7,1,0,LD,FO,7
14,9,0,1,0,LD,aO,0
14,9,1,1,0,LD,FO,1
14,9,2,1,0,LD,FO,2
14,9,3,1,0,LD,FO,3
14,9,4,1,0,LD,FO,3
14,9,5,1,0,LD,FO,4
14,9,6,1,0,LD,FO,5
14,9,7,1,0,LD,FO,6
14,9,8,1,0,LD,FO,7
14,10,2,0,0,LD,cO,2
14,10,3,1,0,LD,dO,3
14,10,4,1,0,LD,bO,3
14,10,5,1,0,LD,bO,3
14,10,6,1,0,LD,bO,4
14,10,7,1,0,LD,dO,5
14,10,8,0,0,LD,cO,6
15,2,0,4,6,HD,gI,0
15,2,1,3,4,HD,dI,3
15,3,0,4,4,HD,FI,0
15,3,1,4,5,HD,FI,1
15,3,2,4,5,HD,FI,3
15,4,0,2,3,HD,FI,0
15,4,1,3,3,HD,FI,1
15,4,2,3,4,HD,FI,2
15,4,3,3,3,HD,FI,3
15,5,0,1,2,LD,FM,0
15,5,1,3,2,HD,FI,1
