Layer,ModU,ModV,ECOND_eTX,ECONT_eTX,HD_LD,ModType,Motherboard
39,5,5,1,2,LD,FO,0
39,5,6,1,2,LD,FO,2
39,5,7,1,2,LD,FO,3
39,5,8,1,2,LD,FO,6
39,5,9,1,2,LD,FO,7
39,5,10,0,0,LD,cO,7
39,6,0,1,2,LD,FO,0
39,6,1,1,2,LD,FO,2
39,6,2,1,2,LD,FO,4
39,6,3,1,2,LD,FO,9
39,6,4,1,2,LD,FO,10
39,6,5,1,2,LD,FO,12
39,6,6,1,2,LD,FO,0
39,6,7,1,2,LD,FO,2
39,6,8,1,2,LD,FO,3
39,6,9,1,2,LD,FO,6
39,6,10,0,0,LD,cO,6
39,7,0,1,2,LD,FO,0
39,7,1,1,2,LD,FO,2
39,7,2,1,2,LD,FO,4
39,7,3,1,2,LD,FO,5
39,7,4,1,2,LD,FO,9
39,7,5,1,2,LD,FO,10
39,7,6,1,2,LD,FO,12
39,7,7,1,2,LD,FO,0
39,7,8,1,2,LD,FO,2
39,7,9,1,2,LD,bO,3
39,8,0,1,2,LD,FO,0
39,8,1,1,2,LD,FO,2
39,8,2,1,2,LD,FO,4
39,8,3,1,2,LD,FO,5
39,8,4,1,2,LD,FO,8
39,8,5,1,2,LD,FO,9
39,8,6,1,2,LD,FO,10
39,8,7,1,2,LD,FO,12
39,8,8,1,2,LD,FO,0
39,8,9,1,1,LD,aO,2
39,9,0,1,1,LD,aO,0
39,9,1,1,2,LD,FO,2
39,9,2,1,2,LD,FO,4
39,9,3,1,2,LD,FO,5
39,9,4,1,2,LD,FO,6
39,9,5,1,2,LD,FO,8
39,9,6,1,2,LD,FO,9
39,9,7,1,2,LD,FO,10
39,9,8,1,1,LD,aO,12
39,10,2,0,0,LD,cO,4
39,10,3,1,1,LD,dO,5
39,10,4,1,1,LD,dO,6
39,10,5,1,1,LD,dO,6
39,10,6,1,1,LD,dO,8
39,10,7,0,0,LD,cO,9
40,1,4,1,2,LD,FM,10
40,1,5,1,2,LD,FM,10
40,1,6,1,2,LD,FO,10
40,1,7,1,2,LD,FO,11
40,1,8,1,2,LD,FO,11
40,1,9,1,2,LD,FO,11
40,1,10,1,1,LD,aO,11
40,2,4,1,2,LD,bM,6
40,2,5,1,2,LD,FM,7
40,2,6,1,2,LD,FM,7
40,2,7,1,2,LD,FO,9
40,2,8,1,2,LD,FO,9
40,2,9,1,2,LD,FO,9
40,2,10,1,2,LD,FO,9
40,3,1,1,1,LD,aM,1
40,3,3,1,1,LD,aM,12
40,3,4,1,2,LD,FM,1
40,3,5,1,2,LD,FM,6
40,3,6,1,2,LD,FM,7
40,3,7,1,2,LD,FO,8
40,3,8,1,2,LD,FO,8
40,3,9,1,2,LD,FO,8
40,3,10,1,2,LD,FO,8
40,3,11,0,0,LD,cO,8
40,4,1,1,2,LD,FM,1
40,4,2,1,2,LD,FM,4
40,4,3,1,2,LD,FM,9
40,4,4,1,2,LD,FM,12
40,4,5,1,2,LD,FM,1
40,4,6,1,2,LD,FM,6
40,4,7,1,2,LD,FO,3
40,4,8,1,2,LD,FO,4
40,4,9,1,2,LD,FO,5
40,4,10,1,2,LD,FO,5
40,4,11,1,1,LD,dO,5
40,5,1,1,2,LD,FM,1
40,5,2,1,2,LD,FM,4
40,5,3,1,2,LD,FM,5
40,5,4,1,2,LD,FM,9
40,5,5,1,2,LD,FM,12
40,5,6,1,2,LD,FO,1
40,5,7,1,2,LD,FO,2
40,5,8,1,2,LD,FO,3
40,5,9,1,2,LD,FO,4
40,5,10,1,2,LD,FO,5
40,5,11,1,1,LD,dO,5
40,6,1,1,2,LD,FO,0
40,6,2,1,2,LD,FO,4
40,6,3,1,2,LD,FO,5
40,6,4,1,2,LD,FO,5
40,6,5,1,2,LD,FO,9
40,6,6,1,2,LD,FO,13
40,6,7,1,2,LD,FO,0
40,6,8,1,2,LD,FO,2
40,6,9,1,2,LD,FO,3
40,6,10,1,2,LD,FO,4
40,6,11,1,1,LD,dO,5
40,7,1,1,2,LD,FO,0
40,7,2,1,2,LD,FO,2
40,7,3,1,2,LD,FO,3
40,7,4,1,2,LD,FO,8
40,7,5,1,2,LD,FO,10
40,7,6,1,2,LD,FO,11
40,7,7,1,2,LD,FO,13
40,7,8,1,2,LD,FO,0
40,7,9,1,2,LD,FO,2
40,7,10,1,2,LD,FO,3
40,7,11,1,1,LD,dO,4
40,8,1,1,2,LD,FO,0
40,8,2,1,2,LD,FO,2
40,8,3,1,2,LD,FO,3
40,8,4,1,2,LD,FO,7
40,8,5,1,2,LD,FO,8
40,8,6,1,2,LD,FO,10
40,8,7,1,2,LD,FO,11
40,8,8,1,2,LD,FO,13
40,8,9,1,2,LD,FO,0
40,8,10,1,2,LD,FO,2
40,8,11,0,0,LD,cO,3
40,9,1,1,2,LD,FO,0
40,9,2,1,2,LD,FO,2
40,9,3,1,2,LD,FO,3
40,9,4,1,2,LD,FO,7
40,9,5,1,2,LD,FO,6
40,9,6,1,2,LD,FO,8
40,9,7,1,2,LD,FO,10
40,9,8,1,2,LD,FO,11
40,9,9,1,2,LD,FO,13
40,9,10,1,1,LD,aO,0
40,10,2,1,1,LD,aO,2
40,10,3,1,2,LD,bO,3
40,10,4,1,2,LD,FO,7
40,10,5,1,2,LD,FO,6
40,10,6,1,2,LD,FO,6
40,10,7,1,2,LD,FO,8
40,10,8,1,2,LD,bO,10
40,10,9,1,1,LD,aO,11
40,11,5,0,0,LD,cO,6
40,11,6,0,0,LD,cO,6
40,11,7,0,0,LD,cO,8
41,0,3,1,2,LD,FM,6
41,0,4,1,2,LD,FM,6
41,0,5,1,2,LD,FO,6
41,0,6,1,2,LD,FO,6
41,0,7,1,2,LD,FO,6
41,1,3,1,2,LD,bM,5
41,1,4,1,2,LD,FM,5
41,1,5,1,2,LD,FO,5
41,1,6,1,2,LD,FO,5
41,1,7,1,2,LD,FO,5
41,1,8,1,1,LD,aO,5
41,2,3,1,2,LD,bM,1
41,2,4,1,2,LD,FM,3
41,2,5,1,2,LD,FO,4
41,2,6,1,2,LD,FO,4
41,2,7,1,2,LD,FO,4
41,2,8,1,2,LD,bO,4
41,3,0,1,1,LD,aM,0
41,3,2,1,1,LD,aM,7
41,3,3,1,2,LD,FM,0
41,3,4,1,2,LD,FM,1
41,3,5,1,2,LD,FO,3
41,3,6,1,2,LD,FO,2
41,3,7,1,2,LD,FO,2
41,3,8,1,2,LD,FO,2
41,4,0,1,2,LD,FM,0
41,4,1,1,2,LD,FM,1
41,4,2,1,2,LD,FM,6
41,4,3,1,2,LD,FM,7
41,4,4,1,2,LD,FM,0
41,4,5,1,2,LD,FO,1
41,4,6,1,2,LD,FO,3
41,4,7,1,2,LD,FO,2
41,4,8,1,2,LD,FO,2
41,4,9,0,0,LD,cO,2
41,5,0,1,2,LD,FO,0
41,5,1,1,2,LD,FO,1
41,5,2,1,2,LD,FO,2
41,5,3,1,2,LD,FO,6
41,5,4,1,2,LD,FO,7
41,5,5,1,2,LD,FO,0
41,5,6,1,2,LD,FO,1
41,5,7,1,2,LD,FO,3
41,5,8,1,2,LD,FO,2
41,5,9,0,0,LD,cO,2
41,6,0,1,2,LD,FO,0
41,6,1,1,2,LD,FO,1
41,6,2,1,2,LD,FO,2
41,6,3,1,2,LD,FO,5
41,6,4,1,2,LD,FO,6
41,6,5,1,2,LD,FO,7
41,6,6,1,2,LD,FO,0
41,6,7,1,2,LD,FO,1
41,6,8,1,2,LD,bO,3
41,7,0,1,2,LD,FO,0
41,7,1,1,2,LD,FO,1
41,7,2,1,2,LD,FO,2
41,7,3,1,2,LD,FO,3
41,7,4,1,2,LD,FO,5
41,7,5,1,2,LD,FO,6
41,7,6,1,2,LD,FO,7
41,7,7,1,2,LD,FO,0
41,7,8,1,1,LD,aO,1
41,8,0,1,1,LD,aO,0
41,8,1,1,2,LD,FO,1
41,8,2,1,2,LD,FO,2
41,8,3,1,2,LD,FO,3
41,8,4,1,2,LD,FO,4
41,8,5,1,2,LD,FO,5
41,8,6,1,2,LD,FO,6
41,8,7,1,1,LD,aO,7
41,9,2,0,0,LD,cO,2
41,9,3,1,1,LD,dO,3
41,9,4,1,1,LD,dO,4
41,9,5,1,1,LD,dO,4
41,9,6,0,0,LD,cO,5
42,1,4,1,1,LD,aM,6
42,1,5,1,2,LD,FM,6
42,1,6,1,2,LD,FO,6
42,1,7,1,2,LD,FO,6
42,1,8,1,2,LD,FO,6
42,1,9,1,1,LD,aO,6
42,2,5,1,2,LD,FM,5
42,2,6,1,2,LD,FO,5
42,2,7,1,2,LD,FO,5
42,2,8,1,2,LD,FO,5
42,2,9,1,2,LD,FO,5
42,3,4,1,1,LD,aM,0
42,3,5,1,2,LD,FM,1
42,3,6,1,2,LD,FO,3
42,3,7,1,2,LD,FO,4
42,3,8,1,2,LD,FO,4
42,3,9,1,2,LD,FO,4
42,3,10,0,0,LD,cO,4
42,4,1,1,2,LD,FM,0
42,4,2,1,2,LD,bM,1
42,4,3,1,2,LD,bM,6
42,4,4,1,2,LD,FM,7
42,4,5,1,2,LD,FM,0
42,4,6,1,2,LD,FO,1
42,4,7,1,2,LD,FO,3
42,4,8,1,2,LD,FO,2
42,4,9,1,2,LD,FO,2
42,4,10,1,1,LD,dO,2
42,5,1,1,2,LD,FO,0
42,5,2,1,2,LD,FM,1
42,5,3,1,2,LD,FM,2
42,5,4,1,2,LD,FM,6
42,5,5,1,2,LD,FO,7
42,5,6,1,2,LD,FO,0
42,5,7,1,2,LD,FO,1
42,5,8,1,2,LD,FO,3
42,5,9,1,2,LD,FO,2
42,5,10,1,1,LD,dO,2
42,6,1,1,2,LD,FO,0
42,6,2,1,2,LD,FO,1
42,6,3,1,2,LD,FO,2
42,6,4,1,2,LD,FO,5
42,6,5,1,2,LD,FO,6
42,6,6,1,2,LD,FO,7
42,6,7,1,2,LD,FO,0
42,6,8,1,2,LD,FO,1
42,6,9,1,2,LD,FO,3
42,6,10,1,1,LD,dO,2
42,7,1,1,2,LD,FO,0
42,7,2,1,2,LD,FO,1
42,7,3,1,2,LD,FO,2
42,7,4,1,2,LD,FO,4
42,7,5,1,2,LD,FO,5
42,7,6,1,2,LD,FO,6
42,7,7,1,2,LD,FO,7
42,7,8,1,2,LD,FO,0
42,7,9,1,2,LD,FO,1
42,7,10,0,0,LD,cO,3
42,8,1,1,2,LD,FO,0
42,8,2,1,2,LD,FO,1
42,8,3,1,2,LD,FO,2
42,8,4,1,2,LD,FO,4
42,8,5,1,2,LD,FO,3
42,8,6,1,2,LD,FO,5
42,8,7,1,2,LD,FO,6
42,8,8,1,2,LD,FO,7
42,8,9,1,1,LD,aO,0
42,9,2,1,1,LD,aO,1
42,9,3,1,2,LD,bO,2
42,9,4,1,2,LD,FO,4
42,9,5,1,2,LD,FO,3
42,9,6,1,2,LD,FO,3
42,9,7,1,2,LD,bO,5
42,9,8,1,1,LD,aO,6
42,10,5,0,0,LD,cO,3
42,10,6,0,0,LD,cO,3
43,0,3,1,2,LD,FM,5
43,0,4,1,2,LD,FO,5
43,0,5,1,2,LD,FO,5
43,0,6,1,2,LD,FO,5
43,1,3,1,2,LD,bM,4
43,1,4,1,2,LD,FM,4
43,1,5,1,2,LD,FO,4
43,1,6,1,2,LD,FO,4
43,1,7,1,1,LD,aO,4
43,2,3,1,2,LD,bM,1
43,2,4,1,2,LD,FM,2
43,2,5,1,2,LD,FO,3
43,2,6,1,2,LD,FO,3
43,2,7,1,2,LD,bO,3
43,3,0,1,1,LD,aM,0
43,3,2,1,1,LD,aM,5
43,3,3,1,2,LD,FM,0
43,3,4,1,2,LD,FM,1
43,3,5,1,2,LD,FO,2
43,3,6,1,2,LD,FO,3
43,3,7,1,2,LD,bO,3
43,4,0,1,2,LD,FM,0
43,4,1,1,2,LD,FM,1
43,4,2,1,2,LD,FM,4
43,4,3,1,2,LD,FM,5
43,4,4,1,2,LD,FO,0
43,4,5,1,2,LD,FO,1
43,4,6,1,2,LD,FO,2
43,4,7,1,2,LD,bO,3
43,5,0,1,2,LD,FO,0
43,5,1,1,2,LD,FO,1
43,5,2,1,2,LD,FO,2
43,5,3,1,2,LD,FO,4
43,5,4,1,2,LD,FO,5
43,5,5,1,2,LD,FO,0
43,5,6,1,2,LD,FO,1
43,5,7,1,2,LD,bO,2
43,6,0,1,2,LD,FO,0
43,6,1,1,2,LD,FO,1
43,6,2,1,2,LD,FO,2
43,6,3,1,2,LD,FO,3
43,6,4,1,2,LD,FO,4
43,6,5,1,2,LD,FO,5
43,6,6,1,2,LD,FO,0
43,6,7,1,1,LD,aO,1
43,7,0,1,1,LD,aO,0
43,7,1,1,2,LD,FO,1
43,7,2,1,2,LD,FO,2
43,7,3,1,2,LD,FO,3
43,7,4,1,2,LD,FO,3
43,7,5,1,2,LD,FO,4
43,7,6,1,1,LD,aO,5
43,8,2,0,0,LD,cO,2
43,8,3,0,0,LD,cO,3
43,8,4,0,0,LD,cO,3
43,8,5,0,0,LD,cO,4
44,1,4,1,1,LD,aM,5
44,1,5,1,2,LD,FM,5
44,1,6,1,2,LD,FO,5
44,1,7,1,2,LD,FO,5
44,1,8,1,1,LD,aO,5
44,2,5,1,2,LD,FM,4
44,2,6,1,2,LD,FO,4
44,2,7,1,2,LD,FO,4
44,2,8,1,2,LD,FO,4
44,3,4,1,1,LD,aM,0
44,3,5,1,2,LD,FM,1
44,3,6,1,2,LD,FO,2
44,3,7,1,2,LD,FO,3
44,3,8,1,2,LD,FO,3
44,3,9,0,0,LD,cO,4
44,4,1,1,2,LD,FM,0
44,4,2,1,2,LD,bM,1
44,4,3,1,2,LD,bM,5
44,4,4,1,2,LD,FM,6
44,4,5,1,2,LD,FM,0
44,4,6,1,2,LD,FO,1
44,4,7,1,2,LD,FO,2
44,4,8,1,2,LD,FO,3
44,4,9,0,0,LD,cO,3
44,5,1,1,2,LD,FO,0
44,5,2,1,2,LD,FM,1
44,5,3,1,2,LD,FM,2
44,5,4,1,2,LD,FM,5
44,5,5,1,2,LD,FO,6
44,5,6,1,2,LD,FO,0
44,5,7,1,2,LD,FO,1
44,5,8,1,2,LD,FO,2
44,5,9,0,0,LD,cO,3
44,6,1,1,2,LD,FO,0
44,6,2,1,2,LD,FO,1
44,6,3,1,2,LD,FO,2
44,6,4,1,2,LD,FO,4
44,6,5,1,2,LD,FO,5
44,6,6,1,2,LD,FO,6
44,6,7,1,2,LD,FO,0
44,6,8,1,2,LD,FO,1
44,6,9,0,0,LD,cO,2
44,7,1,1,2,LD,FO,0
44,7,2,1,2,LD,FO,1
44,7,3,1,2,LD,FO,2
44,7,4,1,2,LD,FO,3
44,7,5,1,2,LD,FO,4
44,7,6,1,2,LD,FO,5
44,7,7,1,2,LD,FO,6
44,7,8,1,1,LD,aO,0
44,8,2,1,1,LD,aO,1
44,8,3,1,2,LD,bO,2
44,8,4,1,2,LD,bO,3
44,8,5,1,2,LD,bO,3
44,8,6,1,2,LD,bO,4
44,8,7,1,1,LD,aO,5
45,0,3,1,2,LD,FM,5
45,0,4,1,2,LD,FO,5
45,0,5,1,2,LD,FO,5
45,0,6,1,2,LD,FO,5
45,1,3,1,2,LD,bM,4
45,1,4,1,2,LD,FO,4
45,1,5,1,2,LD,FO,4
45,1,6,1,2,LD,FO,4
45,1,7,1,1,LD,aO,4
45,2,3,1,2,LD,bM,1
45,2,4,1,2,LD,FM,2
45,2,5,1,2,LD,FO,3
45,2,6,1,2,LD,FO,3
45,2,7,1,2,LD,bO,3
45,3,0,1,1,LD,aM,0
45,3,2,1,1,LD,aM,4
45,3,3,1,2,LD,FM,0
45,3,4,1,2,LD,FO,1
45,3,5,1,2,LD,FO,2
45,3,6,1,2,LD,FO,3
45,3,7,1,2,LD,bO,3
45,4,0,1,2,LD,FM,0
45,4,1,1,2,LD,FM,1
45,4,2,1,2,LD,FM,3
45,4,3,1,2,LD,FM,4
45,4,4,1,2,LD,FO,0
45,4,5,1,2,LD,FO,1
45,4,6,1,2,LD,FO,2
45,4,7,1,2,LD,bO,3
45,5,0,1,2,LD,FO,0
45,5,1,1,2,LD,FO,1
45,5,2,1,2,LD,FO,2
45,5,3,1,2,LD,FO,3
45,5,4,1,2,LD,FO,4
45,5,5,1,2,LD,FO,0
45,5,6,1,2,LD,FO,1
45,5,7,1,2,LD,bO,2
45,6,0,1,2,LD,FO,0
45,6,1,1,2,LD,FO,1
45,6,2,1,2,LD,FO,2
45,6,3,1,2,LD,FO,2
45,6,4,1,2,LD,FO,3
45,6,5,1,2,LD,FO,4
45,6,6,1,2,LD,FO,0
45,6,7,1,1,LD,aO,1
45,7,0,1,1,LD,aO,0
45,7,1,1,2,LD,FO,1
45,7,2,1,2,LD,FO,2
45,7,3,1,2,LD,FO,2
45,7,4,1,2,LD,FO,2
45,7,5,1,2,LD,FO,3
45,7,6,1,1,LD,aO,4
45,8,2,0,0,LD,cO,1
45,8,3,0,0,LD,cO,2
45,8,4,0,0,LD,cO,2
45,8,5,0,0,LD,cO,3
46,1,4,1,1,LD,aM,4
46,1,5,1,2,LD,FO,4
46,1,6,1,2,LD,FO,4
46,1,7,1,2,LD,FO,4
46,1,8,1,1,LD,aO,4
46,2,5,1,2,LD,FM,3
46,2,6,1,2,LD,FO,3
46,2,7,1,2,LD,FO,3
46,2,8,1,2,LD,FO,3
46,3,4,1,1,LD,aM,0
46,3,5,1,2,LD,FM,1
46,3,6,1,2,LD,FO,2
46,3,7,1,2,LD,FO,2
46,3,8,1,2,LD,FO,2
46,3,9,0,0,LD,cO,2
46,4,1,1,2,LD,FM,0
46,4,2,1,2,LD,bM,1
46,4,3,1,2,LD,bM,4
46,4,4,1,2,LD,FM,5
46,4,5,1,2,LD,FO,0
46,4,6,1,2,LD,FO,1
46,4,7,1,2,LD,FO,2
46,4,8,1,2,LD,FO,2
46,4,9,0,0,LD,cO,2
46,5,1,1,2,LD,FO,0
46,5,2,1,2,LD,FO,1
46,5,3,1,2,LD,FO,3
46,5,4,1,2,LD,FO,4
46,5,5,1,2,LD,FO,5
46,5,6,1,2,LD,FO,0
46,5,7,1,2,LD,FO,1
46,5,8,1,2,LD,FO,2
46,5,9,0,0,LD,cO,2
46,6,1,1,2,LD,FO,0
46,6,2,1,2,LD,FO,1
46,6,3,1,2,LD,FO,2
46,6,4,1,2,LD,FO,3
46,6,5,1,2,LD,FO,4
46,6,6,1,2,LD,FO,5
46,6,7,1,2,LD,FO,0
46,6,8,1,2,LD,FO,1
46,6,9,0,0,LD,cO,1
46,7,1,1,2,LD,FO,0
46,7,2,1,2,LD,FO,1
46,7,3,1,2,LD,FO,2
46,7,4,1,2,LD,FO,2
46,7,5,1,2,LD,FO,3
46,7,6,1,2,LD,FO,4
46,7,7,1,2,LD,FO,5
46,7,8,1,1,LD,aO,0
46,8,2,1,1,LD,aO,1
46,8,3,1,2,LD,bO,2
46,8,4,1,2,LD,bO,2
46,8,5,1,2,LD,bO,2
46,8,6,1,2,LD,bO,3
46,8,7,1,1,LD,aO,4
47,0,3,1,2,LD,FM,4
47,0,4,1,2,LD,FO,4
47,0,5,1,2,LD,FO,4
47,1,3,1,2,LD,bM,3
47,1,4,1,2,LD,FO,3
47,1,5,1,2,LD,FO,3
47,1,6,1,1,LD,aO,3
47,2,3,1,2,LD,bM,1
47,2,4,1,2,LD,FO,2
47,2,5,1,2,LD,FO,2
47,2,6,1,2,LD,bO,2
47,3,0,1,1,LD,aM,0
47,3,2,1,1,LD,aM,4
47,3,3,1,2,LD,FM,0
47,3,4,1,2,LD,FO,1
47,3,5,1,2,LD,FO,2
47,3,6,1,2,LD,bO,2
47,4,0,1,2,LD,FO,0
47,4,1,1,2,LD,FM,2
47,4,2,1,2,LD,FM,3
47,4,3,1,2,LD,FO,4
47,4,4,1,2,LD,FO,0
47,4,5,1,2,LD,FO,1
47,4,6,1,2,LD,bO,2
47,5,0,1,2,LD,FO,0
47,5,1,1,2,LD,FO,2
47,5,2,1,2,LD,FO,1
47,5,3,1,2,LD,FO,3
47,5,4,1,2,LD,FO,4
47,5,5,1,2,LD,FO,0
47,5,6,1,1,LD,aO,1
47,6,0,1,1,LD,aO,0
47,6,1,1,2,LD,FO,2
47,6,2,1,2,LD,FO,1
47,6,3,1,2,LD,FO,1
47,6,4,1,2,LD,FO,3
47,6,5,1,1,LD,aO,4
47,7,2,0,0,LD,cO,1
47,7,3,0,0,LD,cO,1
47,7,4,0,0,LD,cO,3
48,1,4,1,1,LD,aM,4
48,1,5,1,2,LD,FO,4
48,1,6,1,2,LD,FO,4
48,1,7,1,1,LD,aO,4
48,2,5,1,2,LD,FM,3
48,2,6,1,2,LD,FO,3
48,2,7,1,2,LD,FO,3
48,3,4,1,1,LD,aM,0
48,3,5,1,2,LD,FM,1
48,3,6,1,2,LD,FO,2
48,3,7,1,2,LD,FO,2
48,3,8,0,0,LD,cO,2
48,4,1,1,2,LD,FM,0
48,4,2,1,2,LD,bM,1
48,4,3,1,2,LD,bM,3
48,4,4,1,2,LD,FM,4
48,4,5,1,2,LD,FO,0
48,4,6,1,2,LD,FO,1
48,4,7,1,2,LD,FO,2
48,4,8,0,0,LD,cO,2
48,5,1,1,2,LD,FO,0
48,5,2,1,2,LD,FO,1
48,5,3,1,2,LD,FO,2
48,5,4,1,2,LD,FO,3
48,5,5,1,2,LD,FO,4
48,5,6,1,2,LD,FO,0
48,5,7,1,2,LD,FO,1
48,5,8,0,0,LD,cO,1
48,6,1,1,2,LD,FO,0
48,6,2,1,2,LD,FO,1
48,6,3,1,2,LD,FO,2
48,6,4,1,2,LD,FO,2
48,6,5,1,2,LD,FO,3
48,6,6,1,2,LD,FO,4
48,6,7,1,1,LD,aO,0
48,7,2,1,1,LD,aO,1
48,7,3,1,2,LD,bO,2
48,7,4,1,2,LD,bO,2
48,7,5,1,2,LD,bO,2
48,7,6,1,1,LD,aO,3
49,0,3,1,2,LD,FM,4
49,0,4,1,2,LD,FO,4
49,0,5,1,2,LD,FO,4
49,1,3,1,2,LD,bM,3
49,1,4,1,2,LD,FO,3
49,1,5,1,2,LD,FO,3
49,1,6,1,1,LD,aO,3
49,2,3,1,2,LD,bM,1
49,2,4,1,2,LD,FO,2
49,2,5,1,2,LD,FO,2
49,2,6,1,2,LD,bO,2
49,3,0,1,1,LD,aM,0
49,3,2,1,1,LD,aM,4
49,3,3,1,2,LD,FM,0
49,3,4,1,2,LD,FO,1
49,3,5,1,2,LD,FO,2
49,3,6,1,2,LD,bO,2
49,4,0,1,2,LD,FO,0
49,4,1,1,2,LD,FO,2
49,4,2,1,2,LD,FO,3
49,4,3,1,2,LD,FO,4
49,4,4,1,2,LD,FO,0
49,4,5,1,2,LD,FO,1
49,4,6,1,2,LD,bO,2
49,5,0,1,2,LD,FO,0
49,5,1,1,2,LD,FO,2
49,5,2,1,2,LD,FO,1
49,5,3,1,2,LD,FO,3
49,5,4,1,2,LD,FO,4
49,5,5,1,2,LD,FO,0
49,5,6,1,1,LD,aO,1
49,6,0,1,1,LD,aO,0
49,6,1,1,2,LD,FO,2
49,6,2,1,2,LD,FO,1
49,6,3,1,2,LD,FO,1
49,6,4,1,2,LD,FO,3
49,6,5,1,1,LD,aO,4
49,7,2,0,0,LD,cO,1
49,7,3,0,0,LD,cO,1
49,7,4,0,0,LD,cO,3
50,1,4,1,1,LD,aO,4
50,1,5,1,2,LD,FO,4
50,1,6,1,2,LD,FO,4
50,1,7,1,1,LD,aO,4
50,2,5,1,2,LD,FO,3
50,2,6,1,2,LD,FO,3
50,2,7,1,2,LD,FO,3
50,3,4,1,1,LD,aO,0
50,3,5,1,2,LD,FO,2
50,3,6,1,2,LD,FO,2
50,3,7,1,2,LD,FO,2
50,3,8,0,0,LD,cO,3
50,4,1,1,2,LD,FO,0
50,4,2,1,2,LD,bM,1
50,4,3,1,2,LD,bM,4
50,4,4,1,2,LD,FO,5
50,4,5,1,2,LD,FO,0
50,4,6,1,2,LD,FO,1
50,4,7,1,2,LD,FO,1
50,4,8,0,0,LD,cO,2
50,5,1,1,2,LD,FO,0
50,5,2,1,2,LD,FO,1
50,5,3,1,2,LD,FO,2
50,5,4,1,2,LD,FO,4
50,5,5,1,2,LD,FO,5
50,5,6,1,2,LD,FO,0
50,5,7,1,2,LD,FO,1
50,5,8,0,0,LD,cO,1
50,6,1,1,2,LD,FO,0
50,6,2,1,2,LD,FO,1
50,6,3,1,2,LD,FO,2
50,6,4,1,2,LD,FO,3
50,6,5,1,2,LD,FO,4
50,6,6,1,2,LD,FO,5
50,6,7,1,1,LD,aO,0
50,7,2,1,1,LD,aO,1
50,7,3,1,2,LD,bO,2
50,7,4,1,2,LD,bO,3
50,7,5,1,2,LD,bO,3
50,7,6,1,1,LD,aO,4
